ID,Lista,ETAPA1_G1t,ETAPA1_G6t,ETAPA2_G1t,ETAPA2_G6t,ETAPA3_G1t,ETAPA3_G6t,ETAPA4_G1t,ETAPA4_G6t,ID,Uniprot,PFAM,PFAMdescription,BP,BPdescription,MF,MFdescription,CC,CCdescription
TRINITY_DN6519_c0_g1_i23,TRINITY_DN6519_c0_g1_i23,0,61.686,159.325,0,84.806,108.365,0,0,TRINITY_DN6519_c0_g1_i23,AAP6_ARATH,PF01490.19,Transmembrane amino acid transporter protein,|0006865|0009734|0055085|0046938|0015740|0010038|0015718|0006869|0018215|0006812,|amino acid transport|auxin-activated signaling pathway|transmembrane transport|phytochelatin biosynthetic process|C4-dicarboxylate transport|response to metal ion|monocarboxylic acid transport|lipid transport|protein phosphopantetheinylation|cation transport,|0015293|0015172|0016756|0015175|0046872,|symporter activity|acidic amino acid transmembrane transporter activity|glutathione gamma-glutamylcysteinyltransferase activity|neutral amino acid transmembrane transporter activity|metal ion binding,|0005886|0016021,|plasma membrane|integral component of membrane
TRINITY_DN9004_c0_g1_i6,TRINITY_DN9004_c0_g1_i6,0,0,0,14.671,89.153,91.612,0,0,TRINITY_DN9004_c0_g1_i6,MYB06_ANTMA,PF00249.32,Myb-like DNA-binding domain  ,|0009733,|response to auxin,.,.,|0005634|0016021,|nucleus|integral component of membrane
TRINITY_DN1487_c0_g1_i7,TRINITY_DN1487_c0_g1_i7,16.346,0,48.271,6.036,70.679,104.521,0,0,TRINITY_DN1487_c0_g1_i7,CPL2_ARATH,PF00035.27,Double-stranded RNA binding motif ,|0070940|0070940|0006970|0048589|0009733,|dephosphorylation of RNA polymerase II C-terminal domain|dephosphorylation of RNA polymerase II C-terminal domain|response to osmotic stress|developmental growth|response to auxin,|0008420|0003723|0008420|0106307|0106306|0003723,|RNA polymerase II CTD heptapeptide repeat phosphatase activity|RNA binding|RNA polymerase II CTD heptapeptide repeat phosphatase activity|protein threonine phosphatase activity|protein serine phosphatase activity|RNA binding,|0016021|0005634|0016021,|integral component of membrane|nucleus|integral component of membrane
TRINITY_DN4977_c0_g1_i2,TRINITY_DN4977_c0_g1_i2,20.551,0,24.497,0,46.567,119.903,0,0,TRINITY_DN4977_c0_g1_i2,CIPK5_ORYSJ,PF00069.26,Protein kinase domain  ,|0006468|0007165|0009737|0010540|0042538|0009414|0007275,|protein phosphorylation|signal transduction|response to abscisic acid|basipetal auxin transport|hyperosmotic salinity response|response to water deprivation|multicellular organism development,|0106311|0106310|0005524|0005515,|protein threonine kinase activity|protein serine kinase activity|ATP binding|protein binding,|0016021|0005783,|integral component of membrane|endoplasmic reticulum
TRINITY_DN1790_c0_g1_i12,TRINITY_DN1790_c0_g1_i12,0,4.791,24.338,0,28.239,201.657,0,0,TRINITY_DN1790_c0_g1_i12,ANT_ARATH,PF00847.21,AP2 domain   ,|0006355|0006952|0009873,|regulation of transcription DNA-templated|defense response|ethylene-activated signaling pathway,|0003700|0003677,|DNA-binding transcription factor activity|DNA binding,|0005634,|nucleus
TRINITY_DN2915_c0_g1_i2,TRINITY_DN2915_c0_g1_i2,16.091,44.419,0,11.267,0,0,42.452,16.015,TRINITY_DN2915_c0_g1_i2,ROGF1_ARATH,PF03759.14,PRONE (Plant-specific Rop nucleotide exchanger),|0050790|1904426|0080092|2000012|0009860|0006508|0050790|1904426|0080092|2000012|0009860|0006508,|regulation of catalytic activity|positive regulation of GTP binding|regulation of pollen tube growth|regulation of auxin polar transport|pollen tube growth|proteolysis|regulation of catalytic activity|positive regulation of GTP binding|regulation of pollen tube growth|regulation of auxin polar transport|pollen tube growth|proteolysis,|0005085|0004252|0005515|0005085|0004252|0005515,|guanyl-nucleotide exchange factor activity|serine-type endopeptidase activity|protein binding|guanyl-nucleotide exchange factor activity|serine-type endopeptidase activity|protein binding,|0016324|0005829|0016324|0005829,|apical plasma membrane|cytosol|apical plasma membrane|cytosol
TRINITY_DN18635_c0_g1_i1,TRINITY_DN18635_c0_g1_i1,0,0,2,60,49,70.137,0,0,TRINITY_DN18635_c0_g1_i1,TAR2_ORYSJ,PF04864.14,Allinase    ,|0009851,|auxin biosynthetic process,|0016846|0008483,|carbon-sulfur lyase activity|transaminase activity,|0016021,|integral component of membrane
TRINITY_DN1402_c0_g1_i8,TRINITY_DN1402_c0_g1_i8,402.765,368.887,1114.072,165.127,528.972,1063.684,59.374,134.012,TRINITY_DN1402_c0_g1_i8,ARFE_ORYSJ,PF06507.14,Auxin response factor  ,|0009734|0006355,|auxin-activated signaling pathway|regulation of transcription DNA-templated,|0003677,|DNA binding,|0005634,|nucleus
TRINITY_DN4691_c0_g1_i2,TRINITY_DN4691_c0_g1_i2,0,0,0,102.88,115.959,25.04,0,0,TRINITY_DN4691_c0_g1_i2,XB32_ORYSJ,PF00097.26,Zinc finger,|0010366|0010311|0051865|0009733|0006511,|negative regulation of ethylene biosynthetic process|lateral root formation|protein autoubiquitination|response to auxin|ubiquitin-dependent protein catabolic process,|0016874|0016740|0140096,|ligase activity|transferase activity|catalytic activity acting on a protein,.,.
TRINITY_DN11110_c0_g1_i4,TRINITY_DN11110_c0_g1_i4,25.188,0,6.473,27.418,45.555,57.932,0,0,TRINITY_DN11110_c0_g1_i4,NUP62_ARATH,PF05064.14,Nsp1-like C-terminal region  ,|0006913|0015031|0034504|0050658|0072594|0010930|0006913|0015031|0034504|0050658|0072594|0010930,|nucleocytoplasmic transport|protein transport|protein localization to nucleus|RNA transport|establishment of protein localization to organelle|negative regulation of auxin mediated signaling pathway|nucleocytoplasmic transport|protein transport|protein localization to nucleus|RNA transport|establishment of protein localization to organelle|negative regulation of auxin mediated signaling pathway,|0017056|0005543|0005515|0017056|0005543,|structural constituent of nuclear pore|phospholipid binding|protein binding|structural constituent of nuclear pore|phospholipid binding,|0005643|0034399|0005829|0005643|0034399|0005829,|nuclear pore|nuclear periphery|cytosol|nuclear pore|nuclear periphery|cytosol
TRINITY_DN7819_c1_g1_i1,TRINITY_DN7819_c1_g1_i1,58.595,2.98,16.291,0,34.931,56.924,0,0,TRINITY_DN7819_c1_g1_i1,MYBS3_ORYSJ,.,.,|0009723|0009739|0009733|0031540|0080167|0006355|0008152,|response to ethylene|response to gibberellin|response to auxin|regulation of anthocyanin biosynthetic process|response to karrikin|regulation of transcription DNA-templated|metabolic process,|0008270|0003677|0003682|0008810|0003700,|zinc ion binding|DNA binding|chromatin binding|cellulase activity|DNA-binding transcription factor activity,|0005634,|nucleus
TRINITY_DN3_c1_g1_i3,TRINITY_DN3_c1_g1_i3,101.343,0,169.412,0,326.41,167.892,0,12.031,TRINITY_DN3_c1_g1_i3,NAC47_ARATH,PF02365.16,No apical meristem (NAM) protein,|0006355|0010365|1901002|0009413|0009793|1903508,|regulation of transcription DNA-templated|positive regulation of ethylene biosynthetic process|positive regulation of response to salt stress|response to flooding|embryo development ending in seed dormancy|positive regulation of nucleic acid-templated transcription,|0003677|0005515,|DNA binding|protein binding,|0005634,|nucleus
TRINITY_DN3033_c0_g2_i1,TRINITY_DN3033_c0_g2_i1,1528.057,2365.287,933.804,1335.622,697.225,1843.592,1365.423,2180.517,TRINITY_DN3033_c0_g2_i1,PIN1C_ORYSJ,PF03547.19,Membrane transport protein  ,|0009734|0010252|0010315|0009926|0055085|0048830,|auxin-activated signaling pathway|auxin homeostasis|auxin efflux|auxin polar transport|transmembrane transport|adventitious root development,|0010329,|auxin efflux transmembrane transporter activity,|0005783|0009921|0016021,|endoplasmic reticulum|auxin efflux carrier complex|integral component of membrane
TRINITY_DN1487_c0_g1_i6,TRINITY_DN1487_c0_g1_i6,449.786,274.63,291.719,241.634,329.466,778.283,33.709,113.445,TRINITY_DN1487_c0_g1_i6,CPL2_ARATH,PF03031.19,NLI interacting factor-like phosphatase ,|0070940|0006970|0048589|0009733|0009738|0009611|0045892,|dephosphorylation of RNA polymerase II C-terminal domain|response to osmotic stress|developmental growth|response to auxin|abscisic acid-activated signaling pathway|response to wounding|negative regulation of transcription DNA-templated,|0008420|0106307|0106306|0003723|0004647,|RNA polymerase II CTD heptapeptide repeat phosphatase activity|protein threonine phosphatase activity|protein serine phosphatase activity|RNA binding|phosphoserine phosphatase activity,|0005634|0016021,|nucleus|integral component of membrane
TRINITY_DN3770_c0_g1_i1,TRINITY_DN3770_c0_g1_i1,242.505,42.156,252.737,51,0,39.936,368.74,69.625,TRINITY_DN3770_c0_g1_i1,LBD41_ARATH,PF03195.15,Lateral organ boundaries (LOB) domain,|0007275|0010468|0009739|1903506|2000112,|multicellular organism development|regulation of gene expression|response to gibberellin|regulation of nucleic acid-templated transcription|regulation of cellular macromolecule biosynthetic process,|0004088,|carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,.,.
TRINITY_DN177_c0_g1_i12,TRINITY_DN177_c0_g1_i12,0,23.425,0,20.618,30.826,34.607,0,0,TRINITY_DN177_c0_g1_i12,E2FA_ARATH,PF02319.21,E2F/DP family winged-helix DNA-binding domain,|0007049|0006355|0010090|0051446|0008284|0051302|0009733|1903508|0007049|0006355|0010090|0051446|0008284|0051302|0009733|1903508,|cell cycle|regulation of transcription DNA-templated|trichome morphogenesis|positive regulation of meiotic cell cycle|positive regulation of cell population proliferation|regulation of cell division|response to auxin|positive regulation of nucleic acid-templated transcription|cell cycle|regulation of transcription DNA-templated|trichome morphogenesis|positive regulation of meiotic cell cycle|positive regulation of cell population proliferation|regulation of cell division|response to auxin|positive regulation of nucleic acid-templated transcription,|0046983|0003700|0003677|0001067|0016740|0046983|0003700|0003677|0001067|0016740,|protein dimerization activity|DNA-binding transcription factor activity|DNA binding|regulatory region nucleic acid binding|transferase activity|protein dimerization activity|DNA-binding transcription factor activity|DNA binding|regulatory region nucleic acid binding|transferase activity,|0005667|0005634|0000785|0005737|0016021|0005667|0005634|0000785|0005737,|transcription regulator complex|nucleus|chromatin|cytoplasm|integral component of membrane|transcription regulator complex|nucleus|chromatin|cytoplasm
TRINITY_DN13485_c0_g1_i4,TRINITY_DN13485_c0_g1_i4,61.196,1.966,63.302,9.647,74.162,108.865,1.708,10.706,TRINITY_DN13485_c0_g1_i4,GAT22_ARATH,PF00320.28,GATA zinc finger  ,|0006355|0009909|0009735|0009739|0009658|0009646|0099402|1901698|0043610|1902326|0010187|0009938|0080050|0010255|2000028|2000242|0007568|0007623|0071396|0009733|0009755|0006355|0009909|0009735|0010151|0009739|0043610|0099402|1902326|0010187|0009938|0080050|0009416|2000028|2000242|0007568|1901698|0007623|0071396|0009733|0009755|1901701|0009749|0001678|0010035,|regulation of transcription DNA-templated|regulation of flower development|response to cytokinin|response to gibberellin|chloroplast organization|response to absence of light|plant organ development|response to nitrogen compound|regulation of carbohydrate utilization|positive regulation of chlorophyll biosynthetic process|negative regulation of seed germination|negative regulation of gibberellic acid mediated signaling pathway|regulation of seed development|glucose mediated signaling pathway|regulation of photoperiodism flowering|negative regulation of reproductive process|aging|circadian rhythm|cellular response to lipid|response to auxin|hormone-mediated signaling pathway|regulation of transcription DNA-templated|regulation of flower development|response to cytokinin|chloroplast elongation|response to gibberellin|regulation of carbohydrate utilization|plant organ development|positive regulation of chlorophyll biosynthetic process|negative regulation of seed germination|negative regulation of gibberellic acid mediated signaling pathway|regulation of seed development|response to light stimulus|regulation of photoperiodism flowering|negative regulation of reproductive process|aging|response to nitrogen compound|circadian rhythm|cellular response to lipid|response to auxin|hormone-mediated signaling pathway|cellular response to oxygen-containing compound|response to glucose|cellular glucose homeostasis|response to inorganic substance,|0043565|0008270|0043565|0008270|0005515|0003700,|sequence-specific DNA binding|zinc ion binding|sequence-specific DNA binding|zinc ion binding|protein binding|DNA-binding transcription factor activity,|0005634|0016021|0005634|0016021,|nucleus|integral component of membrane|nucleus|integral component of membrane
TRINITY_DN1674_c0_g1_i3,TRINITY_DN1674_c0_g1_i3,0,0,84.84,0,77.014,302.583,0,12.325,TRINITY_DN1674_c0_g1_i3,ERF34_ARATH,PF11961.9,Domain of unknown function (DUF3475),|0045927|0045927|0006355|0009873,|positive regulation of growth|positive regulation of growth|regulation of transcription DNA-templated|ethylene-activated signaling pathway,|0003700|0003677,|DNA-binding transcription factor activity|DNA binding,|0016021|0005634,|integral component of membrane|nucleus
TRINITY_DN9352_c0_g1_i2,TRINITY_DN9352_c0_g1_i2,2.832,6,10.199,23,42.588,40.241,0,2,TRINITY_DN9352_c0_g1_i2,BRG3_ARATH,PF13920.7,Zinc finger,|0043067|0016567|0043161|0006952|2000117|0009739|0009620|0060548|0009617,|regulation of programmed cell death|protein ubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|defense response|negative regulation of cysteine-type endopeptidase activity|response to gibberellin|response to fungus|negative regulation of cell death|response to bacterium,|0046872|0004842|0016746|0016874,|metal ion binding|ubiquitin-protein transferase activity|transferase activity transferring acyl groups|ligase activity,|0005634,|nucleus
TRINITY_DN8318_c0_g1_i9,TRINITY_DN8318_c0_g1_i9,22.421,15,70.845,4.721,27.013,33.943,0,0,TRINITY_DN8318_c0_g1_i9,AP22_ORYSJ,PF00847.21,AP2 domain   ,|0006355|0009873|0006952,|regulation of transcription DNA-templated|ethylene-activated signaling pathway|defense response,|0003700|0003677|0005515,|DNA-binding transcription factor activity|DNA binding|protein binding,|0005634|0070013|0043233|0043232,|nucleus|intracellular organelle lumen|organelle lumen|intracellular non-membrane-bounded organelle
TRINITY_DN1402_c0_g1_i11,TRINITY_DN1402_c0_g1_i11,269.769,261.473,332.492,113.752,332.803,751.158,44.237,127.79,TRINITY_DN1402_c0_g1_i11,ARFE_ORYSJ,PF06507.14,Auxin response factor  ,|0009734|0006355|0009734|0006355,|auxin-activated signaling pathway|regulation of transcription DNA-templated|auxin-activated signaling pathway|regulation of transcription DNA-templated,|0003677|0003677,|DNA binding|DNA binding,|0005634|0005634,|nucleus|nucleus
TRINITY_DN9029_c0_g1_i3,TRINITY_DN9029_c0_g1_i3,0,108.065,44.276,21.862,10.372,43.427,106.096,41.495,TRINITY_DN9029_c0_g1_i3,PILS2_ARATH,PF03547.19,Membrane transport protein  ,|0009734|0010311|0040009|0010252|0010315|0055085,|auxin-activated signaling pathway|lateral root formation|regulation of growth rate|auxin homeostasis|auxin efflux|transmembrane transport,|0010329,|auxin efflux transmembrane transporter activity,|0005789|0016021,|endoplasmic reticulum membrane|integral component of membrane
TRINITY_DN10897_c0_g1_i2,TRINITY_DN10897_c0_g1_i2,12.645,0,12.05,0,26,28.254,0,0,TRINITY_DN10897_c0_g1_i2,WIN1_ARATH,.,.,|0006355|0009873|0006952|0010166|0010143|0009414,|regulation of transcription DNA-templated|ethylene-activated signaling pathway|defense response|wax metabolic process|cutin biosynthetic process|response to water deprivation,|0003700|0003677,|DNA-binding transcription factor activity|DNA binding,|0005634,|nucleus
TRINITY_DN11357_c0_g1_i1,TRINITY_DN11357_c0_g1_i1,74,51.082,40,36.045,10,26,24,70,TRINITY_DN11357_c0_g1_i1,FLP1_ORYSJ,.,.,|0009909|0010228|2000280|0048582|0045841|2000243|0009733,|regulation of flower development|vegetative to reproductive phase transition of meristem|regulation of root development|positive regulation of post-embryonic development|negative regulation of mitotic metaphase/anaphase transition|positive regulation of reproductive process|response to auxin,|0005515|0005525,|protein binding|GTP binding,|0072686|0005634|0005737,|mitotic spindle|nucleus|cytoplasm
TRINITY_DN4396_c0_g1_i6,TRINITY_DN4396_c0_g1_i6,782.778,1876.006,1304.035,3292.029,745.192,2344.059,4072.999,1762.741,TRINITY_DN4396_c0_g1_i6,VPE1_PHAVU,PF01650.19,Peptidase C13 family  ,|0051603|0006624|0010150|0009751|0009753|0009723|0009611|0010214|0012501,|proteolysis involved in cellular protein catabolic process|vacuolar protein processing|leaf senescence|response to salicylic acid|response to jasmonic acid|response to ethylene|response to wounding|seed coat development|programmed cell death,|0004197,|cysteine-type endopeptidase activity,|0005773|0009505|0005615|0016021,|vacuole|plant-type cell wall|extracellular space|integral component of membrane
